CO,NO2,PM2.5,SO2,source_label,health_impact,Precautionary_Measures,AQI
8.82,39.75,47.85,2.38,Traffic congestion,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,28.335
6.603,75.41,28.89,4.93,Traffic congestion,Moderate,Enjoy outdoor activities but with caution,17.7465
4.064,3.01,144.53,1.81,Domestic cooking/heating smoke,Unhealthy,Postpone outdoor sports and strenuous activities today,74.297
6.138,14.89,125.77,13.75,Waste burning,Unhealthy,Postpone outdoor sports and strenuous activities today,65.954
3.003,9.86,108.16,1.61,Domestic cooking/heating smoke,Unhealthy,Stay indoors with windows and doors securely closed,55.5815
5.803,59.48,30.4,4.81,Traffic congestion,Moderate,Continue with normal activities but remain vigilant,18.1015
4.198,15.17,120.89,0.81,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,62.544
5.707,1.33,144.54,1.42,Biomass burning,Unhealthy,Use an air purifier to improve indoor air quality,75.1235
1.288,9.76,276.16,8.94,Construction dust,Hazardous,Follow all official warnings and emergency protocols,138.724
4.133,70.96,49.74,7.29,Traffic congestion,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,26.9365
2.196,48.17,76.36,17.64,Industrial emissions,Unhealthy,Wear a high-efficiency particulate air mask outdoors,39.278
1.864,52.58,54.21,44.03,Power plant emissions,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,28.037
3.474,58.04,97.78,29.58,Industrial emissions,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,50.627
1.076,7.63,164.52,7.45,Construction dust,Very unhealthy,Postpone all unnecessary outdoor travel and work,82.798
3.342,63.53,55.01,39.88,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,29.176
1.427,13.11,143.7,8.67,Construction dust,Unhealthy,Consider wearing an N95 respirator mask outdoors,72.5635
1.596,52.52,53.58,27.6,Power plant emissions,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,27.588
4.103,1.16,94.27,5.16,Biomass burning,Unhealthy,Stay indoors with windows and doors securely closed,49.1865
5.445,51.93,53.63,8.61,Traffic congestion,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,29.5375
2.36,18.37,108.3,2.88,Domestic cooking/heating smoke,Unhealthy,Postpone outdoor sports and strenuous activities today,55.33
5.433,16.72,120.53,6.94,Biomass burning,Unhealthy,Wear a high-efficiency particulate air mask outdoors,62.9815
3.124,13.75,65.5,4.26,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,34.312
4.316,54.13,44.77,0.66,Traffic congestion,Unhealthy for sensitive groups,Vulnerable populations advised to avoid outdoor exposure,24.543
3.817,2.93,91.01,1.43,Domestic cooking/heating smoke,Unhealthy,Use an air purifier to improve indoor air quality,47.4135
3.127,83.68,100.27,35.24,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,51.6985
5.384,0.69,150.35,9.95,Biomass burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,77.867
5.337,28.27,163.58,8.68,Waste burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,84.4585
5.378,18.16,193.3,9.6,Biomass burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,99.339
1.341,4.04,170.68,9.33,Construction dust,Very unhealthy,"Cancel all outdoor activities, including school sports",86.0105
4.04,29.45,169.65,14.83,Waste burning,Very unhealthy,Wear a certified respirator mask when stepping outside,86.845
3.199,47.45,100.39,37.82,Industrial emissions,Unhealthy,Wear a high-efficiency particulate air mask outdoors,51.7945
3.057,9.54,162.84,7.23,Biomass burning,Very unhealthy,"Cancel all outdoor activities, including school sports",82.9485
4.855,38.44,29.86,6.41,Traffic congestion,Moderate,Consider reducing prolonged outdoor physical activity,17.3575
2.383,48.49,31.92,31.68,Power plant emissions,Moderate,Continue with normal activities but remain vigilant,17.1515
3.91,45.6,97.41,26.65,Industrial emissions,Unhealthy,Ensure proper ventilation with an air filter system,50.66
4.185,36.69,26.61,0.41,Traffic congestion,Good,No precautions are required at this time,15.3975
9.412,62.02,36.87,3.49,Traffic congestion,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,23.141
2.518,82.19,101.56,29.01,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,52.039
5.189,41.26,37.97,4.85,Traffic congestion,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,21.5795
3.749,6.33,101.07,9.58,Domestic cooking/heating smoke,Unhealthy,Avoid all non-essential outdoor physical exertion,52.4095
5.428,25.87,128.78,11.24,Waste burning,Unhealthy,Wear a high-efficiency particulate air mask outdoors,67.104
4.495,11.76,236.5,2.85,Waste burning,Very unhealthy,Keep windows sealed and use indoor air circulation,120.4975
1.898,41.62,33.85,40.45,Power plant emissions,Moderate,Consider reducing prolonged outdoor physical activity,17.874
4.988,31.49,126.15,12.81,Waste burning,Unhealthy,Postpone outdoor sports and strenuous activities today,65.569
0.451,3.18,262.86,1.87,Construction dust,Hazardous,Evacuate from affected areas if public safety permits,131.6555
3.785,4.94,188.84,2.5,Biomass burning,Very unhealthy,"Cancel all outdoor activities, including school sports",96.3125
1.605,3.7,22.49,4.55,Natural background air,Moderate,Be mindful of your body's health reactions,12.0475
9.001,78.29,29.35,7.31,Traffic congestion,Moderate,Consider reducing prolonged outdoor physical activity,19.1755
6.774,27.52,213.27,13.09,Waste burning,Very unhealthy,Wear a certified respirator mask when stepping outside,110.022
1.101,12.25,23.99,3.96,Natural background air,Moderate,Be mindful of your body's health reactions,12.5455
2.889,23.46,133.87,9.84,Domestic cooking/heating smoke,Unhealthy,Postpone outdoor sports and strenuous activities today,68.3795
2.944,43.43,44.54,34.61,Power plant emissions,Unhealthy for sensitive groups,Limit time spent in high-traffic or dusty areas,23.742
1.034,1.76,215.54,1.27,Construction dust,Very unhealthy,Keep windows sealed and use indoor air circulation,108.287
3.553,17.88,158.86,1.52,Biomass burning,Very unhealthy,Wear a certified respirator mask when stepping outside,81.2065
2.97,56.93,104.37,19.14,Industrial emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,53.67
1.515,30.61,43.0,32.17,Power plant emissions,Unhealthy for sensitive groups,Avoid strenuous outdoor work or physical exercise,22.2575
1.137,6.59,1.68,2.32,Natural background air,Moderate,Enjoy outdoor activities but with caution,1.4085
7.4,14.91,119.71,14.45,Waste burning,Unhealthy,Consider wearing an N95 respirator mask outdoors,63.555
0.633,6.0,3.76,2.52,Natural background air,Good,Feel free to engage in all physical activities,2.1965
2.749,51.07,42.64,22.95,Power plant emissions,Moderate,Consider reducing prolonged outdoor physical activity,22.6945
5.031,12.12,124.39,2.18,Biomass burning,Unhealthy,Ensure proper ventilation with an air filter system,64.7105
2.826,46.75,57.32,28.24,Power plant emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,30.073
8.422,41.53,26.09,2.62,Traffic congestion,Moderate,Enjoy outdoor activities but with caution,17.256
2.921,44.28,30.71,28.47,Power plant emissions,Moderate,Be mindful of your body's health reactions,16.8155
7.255,33.51,197.67,14.32,Waste burning,Very unhealthy,It is strongly advised to remain indoors now,102.4625
2.263,44.46,36.47,31.9,Power plant emissions,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,19.3665
3.763,71.22,105.96,27.56,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,54.8615
3.483,76.95,104.08,16.26,Industrial emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,53.7815
1.45,13.42,2.94,4.95,Natural background air,Moderate,Continue with normal activities but remain vigilant,2.195
2.854,58.71,55.45,34.13,Power plant emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,29.152
1.639,42.53,95.97,24.84,Industrial emissions,Unhealthy,Wear a high-efficiency particulate air mask outdoors,48.8045
1.427,46.95,71.93,18.43,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,36.6785
3.894,2.11,174.04,6.44,Biomass burning,Very unhealthy,Wear a certified respirator mask when stepping outside,88.967
3.454,46.89,88.57,16.14,Industrial emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,46.012
4.821,12.63,151.41,7.03,Biomass burning,Very unhealthy,Keep windows sealed and use indoor air circulation,78.1155
4.185,8.65,120.73,8.05,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,62.4575
7.489,72.25,29.89,7.95,Traffic congestion,Moderate,Continue with normal activities but remain vigilant,18.6895
2.09,30.27,44.49,27.92,Power plant emissions,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,23.29
4.388,19.62,138.53,8.64,Biomass burning,Unhealthy,Avoid all non-essential outdoor physical exertion,71.459
4.17,13.39,135.41,8.21,Domestic cooking/heating smoke,Unhealthy,Avoid all non-essential outdoor physical exertion,69.79
6.825,18.64,102.04,6.05,Waste burning,Unhealthy,Wear a high-efficiency particulate air mask outdoors,54.4325
2.151,1.32,122.59,4.58,Domestic cooking/heating smoke,Unhealthy,Consider wearing an N95 respirator mask outdoors,62.3705
1.288,51.81,55.03,47.44,Power plant emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,28.159
1.409,6.81,13.52,4.25,Natural background air,Moderate,Be mindful of your body's health reactions,7.4645
2.198,0.48,134.59,5.25,Domestic cooking/heating smoke,Unhealthy,Use an air purifier to improve indoor air quality,68.394
6.263,32.7,160.05,4.44,Waste burning,Very unhealthy,Avoid exposure to outdoor air as much as possible,83.1565
1.308,86.92,98.46,17.63,Industrial emissions,Unhealthy,Wear a high-efficiency particulate air mask outdoors,49.884
2.318,8.87,97.77,6.76,Domestic cooking/heating smoke,Unhealthy,Use an air purifier to improve indoor air quality,50.044
3.829,52.79,59.38,20.74,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,31.6045
2.739,32.14,77.38,27.34,Power plant emissions,Unhealthy,Ensure proper ventilation with an air filter system,40.0595
5.661,20.55,217.97,2.94,Waste burning,Very unhealthy,"Cancel all outdoor activities, including school sports",111.8155
2.824,78.48,107.1,33.23,Industrial emissions,Unhealthy,Wear a high-efficiency particulate air mask outdoors,54.962
4.858,8.17,92.54,5.06,Domestic cooking/heating smoke,Unhealthy,Use an air purifier to improve indoor air quality,48.699
5.529,23.87,112.44,0.06,Waste burning,Unhealthy,Use an air purifier to improve indoor air quality,58.9845
8.77,69.69,28.19,4.94,Traffic congestion,Moderate,Continue with normal activities but remain vigilant,18.48
8.14,38.97,56.88,8.23,Traffic congestion,Unhealthy,Consider wearing an N95 respirator mask outdoors,32.51
0.401,3.17,17.21,1.1,Natural background air,Moderate,Be mindful of your body's health reactions,8.8055
4.724,12.68,77.72,0.77,Domestic cooking/heating smoke,Unhealthy,Stay indoors with windows and doors securely closed,41.222
1.948,65.85,53.87,19.56,Industrial emissions,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,27.909
1.623,0.83,217.32,0.71,Construction dust,Very unhealthy,Keep windows sealed and use indoor air circulation,109.4715
3.74,9.68,169.95,4.74,Biomass burning,Very unhealthy,Avoid exposure to outdoor air as much as possible,86.845
4.612,15.79,108.39,1.15,Domestic cooking/heating smoke,Unhealthy,Postpone outdoor sports and strenuous activities today,56.501
1.545,1.13,269.14,4.28,Construction dust,Hazardous,Use high-quality N95 respirator masks if unavoidable,135.3425
9.498,48.76,45.32,6.32,Traffic congestion,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,27.409
2.873,54.07,69.57,26.83,Power plant emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,36.2215
8.254,41.44,29.77,0.15,Traffic congestion,Moderate,Keep an eye on air quality updates hourly,19.012
1.412,7.36,6.44,4.42,Natural background air,Moderate,Be mindful of your body's health reactions,3.926
1.338,59.23,72.67,35.45,Power plant emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,37.004
1.004,9.08,14.0,2.43,Natural background air,Moderate,Keep an eye on air quality updates hourly,7.502
0.7,1.25,250.7,3.12,Construction dust,Hazardous,All individuals should immediately seek indoor shelter,125.7
4.879,10.01,237.34,12.66,Waste burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,121.1095
2.644,47.97,62.37,24.72,Power plant emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,32.507
0.513,2.86,16.75,0.0,Natural background air,Moderate,Be mindful of your body's health reactions,8.6315
4.731,7.14,174.72,2.51,Biomass burning,Very unhealthy,Wear a certified respirator mask when stepping outside,89.7255
0.757,11.25,2.42,2.38,Natural background air,Moderate,Be mindful of your body's health reactions,1.5885
4.331,21.56,88.93,5.38,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,46.6305
2.687,14.92,143.61,9.29,Domestic cooking/heating smoke,Unhealthy,Consider wearing an N95 respirator mask outdoors,73.1485
4.82,55.26,26.2,9.09,Traffic congestion,Good,"Spend time outdoors, the air quality is excellent",15.51
1.474,6.8,298.08,0.55,Construction dust,Hazardous,Use high-quality N95 respirator masks if unavoidable,149.777
2.313,56.84,38.44,49.08,Power plant emissions,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,20.3765
2.118,53.73,100.92,27.9,Industrial emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,51.519
3.247,10.72,109.14,6.96,Domestic cooking/heating smoke,Unhealthy,Postpone outdoor sports and strenuous activities today,56.1935
2.03,59.67,60.57,31.76,Power plant emissions,Unhealthy,Wear a high-efficiency particulate air mask outdoors,31.3
1.482,81.08,108.42,28.18,Industrial emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,54.951
4.198,10.11,67.08,7.84,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,35.639
3.601,2.19,182.62,4.39,Biomass burning,Very unhealthy,Use an air filter or purifier in your home,93.1105
3.032,18.33,119.62,9.32,Domestic cooking/heating smoke,Unhealthy,Stay indoors with windows and doors securely closed,61.326
4.943,16.24,132.59,7.15,Domestic cooking/heating smoke,Unhealthy,Consider wearing an N95 respirator mask outdoors,68.7665
6.321,70.72,59.55,1.5,Traffic congestion,Unhealthy,Wear a high-efficiency particulate air mask outdoors,32.9355
5.0,11.83,199.81,8.93,Waste burning,Very unhealthy,Avoid exposure to outdoor air as much as possible,102.405
2.703,74.78,106.24,20.8,Industrial emissions,Unhealthy,Stay indoors with windows and doors securely closed,54.4715
4.238,25.11,214.79,7.85,Waste burning,Very unhealthy,Wear a certified respirator mask when stepping outside,109.514
